User ID,Reader Company,Title,Activity Date,Content Title,Content Topics,Activity Source,Specifics,Client,Newsletter Name
user-4507,Co-507,Director,2025-01-04T03:07:00,Content 107,Analytical,newsletter,details,,NEWS_7
user-4508,Co-508,Manager,2025-01-04T03:08:00,Content 108,Analytical,newsletter,details,,NEWS_8
user-4509,Co-509,Scientist,2025-01-04T03:09:00,Content 109,"Manufacturing,QA",newsletter,details,ClientB,NEWS_9
user-4510,Co-510,Scientist,2025-01-04T03:10:00,Content 110,"Manufacturing,QA",newsletter,details,,NEWS_10
user-4511,Co-511,Engineer,2025-01-04T03:11:00,Content 111,Analytical,newsletter,details,ClientA,NEWS_11
user-4512,Co-512,Manager,2025-01-04T03:12:00,Content 112,Analytical,newsletter,details,ClientC,NEWS_12
user-4513,Co-513,Scientist,2025-01-04T03:13:00,Content 113,"Manufacturing,QA",newsletter,details,ClientA,NEWS_13
user-4514,Co-514,Director,2025-01-04T03:14:00,Content 114,"Downstream,Purification",event,details,,NEWS_14
user-4515,Co-515,Engineer,2025-01-04T03:15:00,Content 115,"Manufacturing,QA",newsletter,details,ClientB,NEWS_15
user-4516,Co-516,Manager,2025-01-04T03:16:00,Content 116,"Upstream,Cell Culture",event,details,ClientB,NEWS_16
user-4517,Co-517,Manager,2025-01-04T03:17:00,Content 117,Analytical,newsletter,details,,NEWS_17
user-4518,Co-518,Manager,2025-01-04T03:18:00,Content 118,"Downstream,Purification",non-nl,details,ClientA,NEWS_18
user-4519,Co-519,Director,2025-01-04T03:19:00,Content 119,Analytical,event,details,ClientA,NEWS_19
user-4520,Co-520,Scientist,2025-01-04T03:20:00,Content 120,Analytical,webinar,details,ClientA,NEWS_20
user-4521,Co-521,Engineer,2025-01-04T03:21:00,Content 121,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_21
user-4522,Co-522,Director,2025-01-04T03:22:00,Content 122,"Downstream,Purification",newsletter,details,ClientB,NEWS_22
user-4523,Co-523,Manager,2025-01-04T03:23:00,Content 123,"Upstream,Cell Culture",webinar,details,,NEWS_23
user-4524,Co-524,Scientist,2025-01-04T03:24:00,Content 124,Analytical,non-nl,details,ClientA,NEWS_24
user-4525,Co-525,Engineer,2025-01-04T03:25:00,Content 125,Analytical,newsletter,details,ClientA,NEWS_25
user-4526,Co-526,Engineer,2025-01-04T03:26:00,Content 126,Analytical,newsletter,details,,NEWS_26
user-4527,Co-527,Director,2025-01-04T03:27:00,Content 127,Analytical,event,details,,NEWS_27
user-4528,Co-528,Manager,2025-01-04T03:28:00,Content 128,"Upstream,Cell Culture",webinar,details,,NEWS_28
user-4529,Co-529,Director,2025-01-04T03:29:00,Content 129,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_29
user-4530,Co-530,Manager,2025-01-04T03:30:00,Content 130,"Downstream,Purification",newsletter,details,ClientB,NEWS_30
user-4531,Co-531,Scientist,2025-01-04T03:31:00,Content 131,Analytical,newsletter,details,ClientC,NEWS_31
user-4532,Co-532,Scientist,2025-01-04T03:32:00,Content 132,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_32
user-4533,Co-533,Director,2025-01-04T03:33:00,Content 133,"Downstream,Purification",webinar,details,ClientB,NEWS_33
user-4534,Co-534,Manager,2025-01-04T03:34:00,Content 134,"Upstream,Cell Culture",event,details,ClientB,NEWS_34
user-4535,Co-535,Engineer,2025-01-04T03:35:00,Content 135,"Manufacturing,QA",event,details,ClientA,NEWS_35
user-4536,Co-536,Scientist,2025-01-04T03:36:00,Content 136,"Downstream,Purification",event,details,ClientA,NEWS_36
user-4537,Co-537,Scientist,2025-01-04T03:37:00,Content 137,"Downstream,Purification",newsletter,details,ClientA,NEWS_37
user-4538,Co-538,Director,2025-01-04T03:38:00,Content 138,"Downstream,Purification",webinar,details,,NEWS_38
user-4539,Co-539,Scientist,2025-01-04T03:39:00,Content 139,"Downstream,Purification",webinar,details,,NEWS_39
user-4540,Co-540,Director,2025-01-04T03:40:00,Content 140,"Manufacturing,QA",non-nl,details,ClientB,NEWS_40
user-4541,Co-541,Engineer,2025-01-04T03:41:00,Content 141,"Manufacturing,QA",non-nl,details,ClientB,NEWS_41
user-4542,Co-542,Director,2025-01-04T03:42:00,Content 142,"Upstream,Cell Culture",event,details,,NEWS_42
user-4543,Co-543,Director,2025-01-04T03:43:00,Content 143,Analytical,newsletter,details,,NEWS_43
user-4544,Co-544,Scientist,2025-01-04T03:44:00,Content 144,"Manufacturing,QA",non-nl,details,ClientA,NEWS_44
user-4545,Co-545,Engineer,2025-01-04T03:45:00,Content 145,Analytical,newsletter,details,ClientB,NEWS_45
user-4546,Co-546,Director,2025-01-04T03:46:00,Content 146,"Downstream,Purification",non-nl,details,,NEWS_46
user-4547,Co-547,Director,2025-01-04T03:47:00,Content 147,"Upstream,Cell Culture",newsletter,details,,NEWS_47
user-4548,Co-548,Manager,2025-01-04T03:48:00,Content 148,"Downstream,Purification",newsletter,details,,NEWS_48
user-4549,Co-549,Manager,2025-01-04T03:49:00,Content 149,"Manufacturing,QA",non-nl,details,,NEWS_49
user-4550,Co-550,Scientist,2025-01-04T03:50:00,Content 150,Analytical,newsletter,details,ClientA,NEWS_0
user-4551,Co-551,Manager,2025-01-04T03:51:00,Content 151,Analytical,non-nl,details,ClientA,NEWS_1
user-4552,Co-552,Scientist,2025-01-04T03:52:00,Content 152,"Downstream,Purification",newsletter,details,ClientB,NEWS_2
user-4553,Co-553,Engineer,2025-01-04T03:53:00,Content 153,"Downstream,Purification",webinar,details,ClientA,NEWS_3
user-4554,Co-554,Director,2025-01-04T03:54:00,Content 154,"Downstream,Purification",webinar,details,ClientA,NEWS_4
user-4555,Co-555,Scientist,2025-01-04T03:55:00,Content 155,"Manufacturing,QA",webinar,details,ClientB,NEWS_5
user-4556,Co-556,Director,2025-01-04T03:56:00,Content 156,Analytical,newsletter,details,,NEWS_6
user-4557,Co-557,Engineer,2025-01-04T03:57:00,Content 157,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_7
user-4558,Co-558,Manager,2025-01-04T03:58:00,Content 158,"Downstream,Purification",event,details,ClientA,NEWS_8
user-4559,Co-559,Engineer,2025-01-04T03:59:00,Content 159,Analytical,newsletter,details,,NEWS_9
user-4560,Co-560,Director,2025-01-04T04:00:00,Content 160,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_10
user-4561,Co-561,Director,2025-01-04T04:01:00,Content 161,"Manufacturing,QA",event,details,ClientA,NEWS_11
user-4562,Co-562,Director,2025-01-04T04:02:00,Content 162,"Upstream,Cell Culture",event,details,,NEWS_12
user-4563,Co-563,Engineer,2025-01-04T04:03:00,Content 163,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_13
user-4564,Co-564,Engineer,2025-01-04T04:04:00,Content 164,"Upstream,Cell Culture",newsletter,details,ClientC,NEWS_14
user-4565,Co-565,Manager,2025-01-04T04:05:00,Content 165,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_15
user-4566,Co-566,Scientist,2025-01-04T04:06:00,Content 166,Analytical,newsletter,details,ClientB,NEWS_16
user-4567,Co-567,Manager,2025-01-04T04:07:00,Content 167,Analytical,newsletter,details,ClientB,NEWS_17
user-4568,Co-568,Director,2025-01-04T04:08:00,Content 168,Analytical,newsletter,details,ClientA,NEWS_18
user-4569,Co-569,Manager,2025-01-04T04:09:00,Content 169,"Downstream,Purification",webinar,details,,NEWS_19
user-4570,Co-570,Manager,2025-01-04T04:10:00,Content 170,Analytical,newsletter,details,ClientA,NEWS_20
user-4571,Co-571,Scientist,2025-01-04T04:11:00,Content 171,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_21
user-4572,Co-572,Manager,2025-01-04T04:12:00,Content 172,"Downstream,Purification",webinar,details,,NEWS_22
user-4573,Co-573,Director,2025-01-04T04:13:00,Content 173,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_23
user-4574,Co-574,Engineer,2025-01-04T04:14:00,Content 174,"Manufacturing,QA",event,details,ClientA,NEWS_24
user-4575,Co-575,Manager,2025-01-04T04:15:00,Content 175,"Upstream,Cell Culture",webinar,details,ClientB,NEWS_25
user-4576,Co-576,Director,2025-01-04T04:16:00,Content 176,"Downstream,Purification",newsletter,details,ClientA,NEWS_26
user-4577,Co-577,Manager,2025-01-04T04:17:00,Content 177,Analytical,newsletter,details,ClientB,NEWS_27
user-4578,Co-578,Engineer,2025-01-04T04:18:00,Content 178,"Manufacturing,QA",webinar,details,,NEWS_28
user-4579,Co-579,Engineer,2025-01-04T04:19:00,Content 179,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_29
user-4580,Co-580,Director,2025-01-04T04:20:00,Content 180,"Downstream,Purification",newsletter,details,ClientA,NEWS_30
user-4581,Co-581,Engineer,2025-01-04T04:21:00,Content 181,"Downstream,Purification",newsletter,details,,NEWS_31
user-4582,Co-582,Engineer,2025-01-04T04:22:00,Content 182,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_32
user-4583,Co-583,Scientist,2025-01-04T04:23:00,Content 183,"Manufacturing,QA",event,details,,NEWS_33
user-4584,Co-584,Scientist,2025-01-04T04:24:00,Content 184,Analytical,newsletter,details,ClientB,NEWS_34
user-4585,Co-585,Engineer,2025-01-04T04:25:00,Content 185,"Manufacturing,QA",newsletter,details,ClientC,NEWS_35
user-4586,Co-586,Manager,2025-01-04T04:26:00,Content 186,Analytical,webinar,details,ClientA,NEWS_36
user-4587,Co-587,Manager,2025-01-04T04:27:00,Content 187,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_37
user-4588,Co-588,Engineer,2025-01-04T04:28:00,Content 188,"Manufacturing,QA",newsletter,details,,NEWS_38
user-4589,Co-589,Director,2025-01-04T04:29:00,Content 189,"Upstream,Cell Culture",webinar,details,ClientC,NEWS_39
user-4590,Co-590,Scientist,2025-01-04T04:30:00,Content 190,"Downstream,Purification",newsletter,details,ClientA,NEWS_40
user-4591,Co-591,Director,2025-01-04T04:31:00,Content 191,Analytical,newsletter,details,ClientA,NEWS_41
user-4592,Co-592,Engineer,2025-01-04T04:32:00,Content 192,Analytical,newsletter,details,ClientA,NEWS_42
user-4593,Co-593,Engineer,2025-01-04T04:33:00,Content 193,"Manufacturing,QA",newsletter,details,ClientB,NEWS_43
user-4594,Co-594,Scientist,2025-01-04T04:34:00,Content 194,Analytical,newsletter,details,,NEWS_44
user-4595,Co-595,Scientist,2025-01-04T04:35:00,Content 195,"Downstream,Purification",newsletter,details,,NEWS_45
user-4596,Co-596,Scientist,2025-01-04T04:36:00,Content 196,"Downstream,Purification",non-nl,details,ClientB,NEWS_46
user-4597,Co-597,Scientist,2025-01-04T04:37:00,Content 197,"Manufacturing,QA",non-nl,details,ClientB,NEWS_47
user-4598,Co-598,Engineer,2025-01-04T04:38:00,Content 198,"Manufacturing,QA",newsletter,details,,NEWS_48
user-4599,Co-599,Manager,2025-01-04T04:39:00,Content 199,"Manufacturing,QA",newsletter,details,ClientC,NEWS_49
user-4600,Co-600,Engineer,2025-01-04T04:40:00,Content 0,Analytical,newsletter,details,,NEWS_0
user-4601,Co-601,Scientist,2025-01-04T04:41:00,Content 1,"Downstream,Purification",newsletter,details,ClientA,NEWS_1
user-4602,Co-602,Director,2025-01-04T04:42:00,Content 2,"Downstream,Purification",non-nl,details,ClientB,NEWS_2
user-4603,Co-603,Engineer,2025-01-04T04:43:00,Content 3,"Manufacturing,QA",newsletter,details,ClientA,NEWS_3
user-4604,Co-604,Engineer,2025-01-04T04:44:00,Content 4,"Upstream,Cell Culture",newsletter,details,,NEWS_4
user-4605,Co-605,Manager,2025-01-04T04:45:00,Content 5,Analytical,newsletter,details,ClientB,NEWS_5
user-4606,Co-606,Manager,2025-01-04T04:46:00,Content 6,Analytical,newsletter,details,,NEWS_6
user-4607,Co-607,Scientist,2025-01-04T04:47:00,Content 7,Analytical,newsletter,details,,NEWS_7
user-4608,Co-608,Engineer,2025-01-04T04:48:00,Content 8,Analytical,newsletter,details,,NEWS_8
user-4609,Co-609,Manager,2025-01-04T04:49:00,Content 9,"Downstream,Purification",newsletter,details,ClientA,NEWS_9
user-4610,Co-610,Manager,2025-01-04T04:50:00,Content 10,"Upstream,Cell Culture",newsletter,details,,NEWS_10
user-4611,Co-611,Director,2025-01-04T04:51:00,Content 11,"Upstream,Cell Culture",non-nl,details,,NEWS_11
user-4612,Co-612,Engineer,2025-01-04T04:52:00,Content 12,"Upstream,Cell Culture",newsletter,details,,NEWS_12
user-4613,Co-613,Scientist,2025-01-04T04:53:00,Content 13,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_13
user-4614,Co-614,Engineer,2025-01-04T04:54:00,Content 14,"Downstream,Purification",newsletter,details,ClientB,NEWS_14
user-4615,Co-615,Scientist,2025-01-04T04:55:00,Content 15,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_15
user-4616,Co-616,Scientist,2025-01-04T04:56:00,Content 16,"Downstream,Purification",newsletter,details,,NEWS_16
user-4617,Co-617,Manager,2025-01-04T04:57:00,Content 17,"Manufacturing,QA",event,details,ClientA,NEWS_17
user-4618,Co-618,Director,2025-01-04T04:58:00,Content 18,"Downstream,Purification",newsletter,details,ClientA,NEWS_18
user-4619,Co-619,Engineer,2025-01-04T04:59:00,Content 19,"Downstream,Purification",newsletter,details,,NEWS_19
user-4620,Co-620,Engineer,2025-01-04T05:00:00,Content 20,Analytical,event,details,,NEWS_20
user-4621,Co-621,Manager,2025-01-04T05:01:00,Content 21,"Manufacturing,QA",newsletter,details,,NEWS_21
user-4622,Co-622,Engineer,2025-01-04T05:02:00,Content 22,"Manufacturing,QA",newsletter,details,,NEWS_22
user-4623,Co-623,Scientist,2025-01-04T05:03:00,Content 23,"Manufacturing,QA",newsletter,details,ClientA,NEWS_23
user-4624,Co-624,Scientist,2025-01-04T05:04:00,Content 24,Analytical,newsletter,details,,NEWS_24
user-4625,Co-625,Engineer,2025-01-04T05:05:00,Content 25,"Manufacturing,QA",newsletter,details,ClientB,NEWS_25
user-4626,Co-626,Engineer,2025-01-04T05:06:00,Content 26,"Manufacturing,QA",non-nl,details,,NEWS_26
user-4627,Co-627,Engineer,2025-01-04T05:07:00,Content 27,"Downstream,Purification",newsletter,details,,NEWS_27
user-4628,Co-628,Director,2025-01-04T05:08:00,Content 28,"Downstream,Purification",newsletter,details,,NEWS_28
user-4629,Co-629,Manager,2025-01-04T05:09:00,Content 29,"Upstream,Cell Culture",event,details,ClientB,NEWS_29
user-4630,Co-630,Director,2025-01-04T05:10:00,Content 30,"Manufacturing,QA",newsletter,details,,NEWS_30
user-4631,Co-631,Scientist,2025-01-04T05:11:00,Content 31,"Upstream,Cell Culture",webinar,details,ClientB,NEWS_31
user-4632,Co-632,Manager,2025-01-04T05:12:00,Content 32,"Manufacturing,QA",newsletter,details,ClientA,NEWS_32
user-4633,Co-633,Director,2025-01-04T05:13:00,Content 33,"Manufacturing,QA",webinar,details,,NEWS_33
user-4634,Co-634,Manager,2025-01-04T05:14:00,Content 34,"Manufacturing,QA",newsletter,details,,NEWS_34
user-4635,Co-635,Scientist,2025-01-04T05:15:00,Content 35,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_35
user-4636,Co-636,Director,2025-01-04T05:16:00,Content 36,Analytical,newsletter,details,ClientA,NEWS_36
user-4637,Co-637,Scientist,2025-01-04T05:17:00,Content 37,"Upstream,Cell Culture",newsletter,details,,NEWS_37
user-4638,Co-638,Scientist,2025-01-04T05:18:00,Content 38,"Manufacturing,QA",newsletter,details,ClientB,NEWS_38
user-4639,Co-639,Director,2025-01-04T05:19:00,Content 39,"Manufacturing,QA",newsletter,details,ClientC,NEWS_39
user-4640,Co-640,Engineer,2025-01-04T05:20:00,Content 40,"Manufacturing,QA",newsletter,details,ClientB,NEWS_40
user-4641,Co-641,Manager,2025-01-04T05:21:00,Content 41,"Upstream,Cell Culture",newsletter,details,,NEWS_41
user-4642,Co-642,Scientist,2025-01-04T05:22:00,Content 42,Analytical,webinar,details,ClientB,NEWS_42
user-4643,Co-643,Director,2025-01-04T05:23:00,Content 43,"Manufacturing,QA",event,details,,NEWS_43
user-4644,Co-644,Director,2025-01-04T05:24:00,Content 44,"Upstream,Cell Culture",newsletter,details,,NEWS_44
user-4645,Co-645,Manager,2025-01-04T05:25:00,Content 45,"Downstream,Purification",non-nl,details,,NEWS_45
user-4646,Co-646,Engineer,2025-01-04T05:26:00,Content 46,Analytical,event,details,ClientA,NEWS_46
user-4647,Co-647,Engineer,2025-01-04T05:27:00,Content 47,"Downstream,Purification",newsletter,details,ClientA,NEWS_47
user-4648,Co-648,Manager,2025-01-04T05:28:00,Content 48,"Downstream,Purification",newsletter,details,,NEWS_48
user-4649,Co-649,Engineer,2025-01-04T05:29:00,Content 49,"Manufacturing,QA",newsletter,details,ClientB,NEWS_49
user-4650,Co-650,Engineer,2025-01-04T05:30:00,Content 50,"Manufacturing,QA",webinar,details,ClientA,NEWS_0
user-4651,Co-651,Scientist,2025-01-04T05:31:00,Content 51,"Downstream,Purification",newsletter,details,,NEWS_1
user-4652,Co-652,Scientist,2025-01-04T05:32:00,Content 52,"Downstream,Purification",newsletter,details,,NEWS_2
user-4653,Co-653,Manager,2025-01-04T05:33:00,Content 53,"Downstream,Purification",newsletter,details,,NEWS_3
user-4654,Co-654,Director,2025-01-04T05:34:00,Content 54,Analytical,webinar,details,,NEWS_4
user-4655,Co-655,Manager,2025-01-04T05:35:00,Content 55,"Manufacturing,QA",newsletter,details,ClientC,NEWS_5
user-4656,Co-656,Engineer,2025-01-04T05:36:00,Content 56,"Downstream,Purification",webinar,details,ClientA,NEWS_6
user-4657,Co-657,Engineer,2025-01-04T05:37:00,Content 57,"Downstream,Purification",newsletter,details,ClientA,NEWS_7
user-4658,Co-658,Scientist,2025-01-04T05:38:00,Content 58,"Manufacturing,QA",newsletter,details,,NEWS_8
user-4659,Co-659,Director,2025-01-04T05:39:00,Content 59,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_9
user-4660,Co-660,Scientist,2025-01-04T05:40:00,Content 60,"Manufacturing,QA",newsletter,details,ClientB,NEWS_10
user-4661,Co-661,Scientist,2025-01-04T05:41:00,Content 61,Analytical,newsletter,details,ClientA,NEWS_11
user-4662,Co-662,Manager,2025-01-04T05:42:00,Content 62,Analytical,newsletter,details,ClientA,NEWS_12
user-4663,Co-663,Engineer,2025-01-04T05:43:00,Content 63,"Manufacturing,QA",newsletter,details,,NEWS_13
user-4664,Co-664,Manager,2025-01-04T05:44:00,Content 64,"Manufacturing,QA",newsletter,details,,NEWS_14
user-4665,Co-665,Engineer,2025-01-04T05:45:00,Content 65,"Upstream,Cell Culture",newsletter,details,,NEWS_15
user-4666,Co-666,Manager,2025-01-04T05:46:00,Content 66,"Downstream,Purification",newsletter,details,ClientA,NEWS_16
user-4667,Co-667,Manager,2025-01-04T05:47:00,Content 67,"Manufacturing,QA",newsletter,details,ClientA,NEWS_17
user-4668,Co-668,Manager,2025-01-04T05:48:00,Content 68,"Downstream,Purification",webinar,details,ClientC,NEWS_18
user-4669,Co-669,Director,2025-01-04T05:49:00,Content 69,"Downstream,Purification",newsletter,details,ClientC,NEWS_19
user-4670,Co-670,Director,2025-01-04T05:50:00,Content 70,"Manufacturing,QA",webinar,details,,NEWS_20
user-4671,Co-671,Director,2025-01-04T05:51:00,Content 71,"Manufacturing,QA",newsletter,details,ClientA,NEWS_21
user-4672,Co-672,Director,2025-01-04T05:52:00,Content 72,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_22
user-4673,Co-673,Director,2025-01-04T05:53:00,Content 73,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_23
user-4674,Co-674,Engineer,2025-01-04T05:54:00,Content 74,"Upstream,Cell Culture",newsletter,details,,NEWS_24
user-4675,Co-675,Director,2025-01-04T05:55:00,Content 75,"Upstream,Cell Culture",non-nl,details,ClientC,NEWS_25
user-4676,Co-676,Scientist,2025-01-04T05:56:00,Content 76,"Manufacturing,QA",non-nl,details,,NEWS_26
user-4677,Co-677,Director,2025-01-04T05:57:00,Content 77,"Downstream,Purification",newsletter,details,ClientB,NEWS_27
user-4678,Co-678,Scientist,2025-01-04T05:58:00,Content 78,"Manufacturing,QA",newsletter,details,ClientA,NEWS_28
user-4679,Co-679,Manager,2025-01-04T05:59:00,Content 79,"Manufacturing,QA",event,details,,NEWS_29
user-4680,Co-680,Director,2025-01-04T06:00:00,Content 80,"Manufacturing,QA",newsletter,details,ClientA,NEWS_30
user-4681,Co-681,Engineer,2025-01-04T06:01:00,Content 81,"Downstream,Purification",newsletter,details,ClientB,NEWS_31
user-4682,Co-682,Director,2025-01-04T06:02:00,Content 82,"Upstream,Cell Culture",newsletter,details,,NEWS_32
user-4683,Co-683,Director,2025-01-04T06:03:00,Content 83,"Manufacturing,QA",newsletter,details,ClientA,NEWS_33
user-4684,Co-684,Scientist,2025-01-04T06:04:00,Content 84,"Downstream,Purification",newsletter,details,,NEWS_34
user-4685,Co-685,Director,2025-01-04T06:05:00,Content 85,Analytical,newsletter,details,,NEWS_35
user-4686,Co-686,Director,2025-01-04T06:06:00,Content 86,Analytical,webinar,details,ClientA,NEWS_36
user-4687,Co-687,Manager,2025-01-04T06:07:00,Content 87,Analytical,newsletter,details,ClientC,NEWS_37
user-4688,Co-688,Manager,2025-01-04T06:08:00,Content 88,Analytical,newsletter,details,ClientA,NEWS_38
user-4689,Co-689,Director,2025-01-04T06:09:00,Content 89,Analytical,newsletter,details,ClientA,NEWS_39
user-4690,Co-690,Engineer,2025-01-04T06:10:00,Content 90,"Upstream,Cell Culture",newsletter,details,,NEWS_40
user-4691,Co-691,Engineer,2025-01-04T06:11:00,Content 91,Analytical,non-nl,details,ClientB,NEWS_41
user-4692,Co-692,Director,2025-01-04T06:12:00,Content 92,"Downstream,Purification",event,details,ClientA,NEWS_42
user-4693,Co-693,Scientist,2025-01-04T06:13:00,Content 93,Analytical,newsletter,details,,NEWS_43
user-4694,Co-694,Manager,2025-01-04T06:14:00,Content 94,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_44
user-4695,Co-695,Manager,2025-01-04T06:15:00,Content 95,Analytical,newsletter,details,,NEWS_45
user-4696,Co-696,Director,2025-01-04T06:16:00,Content 96,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_46
user-4697,Co-697,Manager,2025-01-04T06:17:00,Content 97,"Manufacturing,QA",newsletter,details,,NEWS_47
user-4698,Co-698,Manager,2025-01-04T06:18:00,Content 98,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_48
user-4699,Co-699,Scientist,2025-01-04T06:19:00,Content 99,"Downstream,Purification",newsletter,details,ClientA,NEWS_49
user-4700,Co-700,Engineer,2025-01-04T06:20:00,Content 100,Analytical,newsletter,details,,NEWS_0
user-4701,Co-701,Engineer,2025-01-04T06:21:00,Content 101,"Downstream,Purification",newsletter,details,,NEWS_1
user-4702,Co-702,Scientist,2025-01-04T06:22:00,Content 102,"Upstream,Cell Culture",event,details,ClientB,NEWS_2
user-4703,Co-703,Manager,2025-01-04T06:23:00,Content 103,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_3
user-4704,Co-704,Manager,2025-01-04T06:24:00,Content 104,Analytical,newsletter,details,,NEWS_4
user-4705,Co-705,Manager,2025-01-04T06:25:00,Content 105,"Manufacturing,QA",newsletter,details,,NEWS_5
user-4706,Co-706,Engineer,2025-01-04T06:26:00,Content 106,"Downstream,Purification",newsletter,details,,NEWS_6
user-4707,Co-707,Engineer,2025-01-04T06:27:00,Content 107,"Downstream,Purification",newsletter,details,,NEWS_7
user-4708,Co-708,Manager,2025-01-04T06:28:00,Content 108,"Upstream,Cell Culture",newsletter,details,,NEWS_8
user-4709,Co-709,Scientist,2025-01-04T06:29:00,Content 109,Analytical,newsletter,details,ClientB,NEWS_9
user-4710,Co-710,Engineer,2025-01-04T06:30:00,Content 110,"Upstream,Cell Culture",non-nl,details,,NEWS_10
user-4711,Co-711,Scientist,2025-01-04T06:31:00,Content 111,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_11
user-4712,Co-712,Director,2025-01-04T06:32:00,Content 112,Analytical,non-nl,details,,NEWS_12
user-4713,Co-713,Scientist,2025-01-04T06:33:00,Content 113,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_13
user-4714,Co-714,Director,2025-01-04T06:34:00,Content 114,"Manufacturing,QA",webinar,details,ClientB,NEWS_14
user-4715,Co-715,Scientist,2025-01-04T06:35:00,Content 115,"Upstream,Cell Culture",newsletter,details,ClientA,NEWS_15
user-4716,Co-716,Director,2025-01-04T06:36:00,Content 116,"Manufacturing,QA",newsletter,details,ClientA,NEWS_16
user-4717,Co-717,Engineer,2025-01-04T06:37:00,Content 117,"Manufacturing,QA",newsletter,details,ClientA,NEWS_17
user-4718,Co-718,Manager,2025-01-04T06:38:00,Content 118,"Upstream,Cell Culture",newsletter,details,ClientC,NEWS_18
user-4719,Co-719,Director,2025-01-04T06:39:00,Content 119,"Manufacturing,QA",newsletter,details,ClientC,NEWS_19
user-4720,Co-720,Scientist,2025-01-04T06:40:00,Content 120,"Downstream,Purification",newsletter,details,ClientC,NEWS_20
user-4721,Co-721,Manager,2025-01-04T06:41:00,Content 121,"Manufacturing,QA",newsletter,details,ClientA,NEWS_21
user-4722,Co-722,Engineer,2025-01-04T06:42:00,Content 122,"Downstream,Purification",event,details,,NEWS_22
user-4723,Co-723,Engineer,2025-01-04T06:43:00,Content 123,"Downstream,Purification",webinar,details,ClientA,NEWS_23
user-4724,Co-724,Engineer,2025-01-04T06:44:00,Content 124,Analytical,event,details,,NEWS_24
user-4725,Co-725,Director,2025-01-04T06:45:00,Content 125,"Manufacturing,QA",newsletter,details,ClientB,NEWS_25
user-4726,Co-726,Scientist,2025-01-04T06:46:00,Content 126,"Manufacturing,QA",webinar,details,ClientB,NEWS_26
user-4727,Co-727,Scientist,2025-01-04T06:47:00,Content 127,Analytical,newsletter,details,ClientB,NEWS_27
user-4728,Co-728,Director,2025-01-04T06:48:00,Content 128,"Downstream,Purification",newsletter,details,ClientB,NEWS_28
user-4729,Co-729,Manager,2025-01-04T06:49:00,Content 129,Analytical,newsletter,details,ClientA,NEWS_29
user-4730,Co-730,Scientist,2025-01-04T06:50:00,Content 130,"Downstream,Purification",newsletter,details,ClientA,NEWS_30
user-4731,Co-731,Scientist,2025-01-04T06:51:00,Content 131,"Downstream,Purification",newsletter,details,ClientC,NEWS_31
user-4732,Co-732,Scientist,2025-01-04T06:52:00,Content 132,"Downstream,Purification",newsletter,details,ClientA,NEWS_32
user-4733,Co-733,Engineer,2025-01-04T06:53:00,Content 133,"Downstream,Purification",newsletter,details,ClientC,NEWS_33
user-4734,Co-734,Director,2025-01-04T06:54:00,Content 134,Analytical,newsletter,details,,NEWS_34
user-4735,Co-735,Manager,2025-01-04T06:55:00,Content 135,"Manufacturing,QA",non-nl,details,ClientA,NEWS_35
user-4736,Co-736,Scientist,2025-01-04T06:56:00,Content 136,Analytical,newsletter,details,ClientB,NEWS_36
user-4737,Co-737,Manager,2025-01-04T06:57:00,Content 137,"Downstream,Purification",webinar,details,,NEWS_37
user-4738,Co-738,Engineer,2025-01-04T06:58:00,Content 138,"Upstream,Cell Culture",newsletter,details,ClientB,NEWS_38
user-4739,Co-739,Manager,2025-01-04T06:59:00,Content 139,Analytical,newsletter,details,ClientA,NEWS_39
user-4740,Co-740,Engineer,2025-01-04T07:00:00,Content 140,"Downstream,Purification",non-nl,details,ClientB,NEWS_40
user-4741,Co-741,Manager,2025-01-04T07:01:00,Content 141,"Upstream,Cell Culture",webinar,details,ClientA,NEWS_41
user-4742,Co-742,Scientist,2025-01-04T07:02:00,Content 142,Analytical,non-nl,details,ClientA,NEWS_42
